Words missing example sentence (example_ro is empty)
Batch: 1
Rows: 500
Format: row|id|zh|ro|ipa|hint|cat|example_ro|example_zh
409|3872|人工智能|inteligență artificială|inteligEnță artificIAlă|s.f.: (fără plural)|Engineering||
410|3873|卫星|satelit|satelIt|s.m.: sateliți|Engineering||
411|3874|光纤|fibră optică|fIbră Optică|s.f.: fibre optice|Engineering||
412|3875|半导体|semiconductor|semiconductOr|s.n.: semiconductoare|Engineering||
413|3876|芯片|cip|cIp|s.n.: cipuri|Engineering||
414|3877|变压器|transformator|transformatOr|s.n.: transformatoare|Engineering||
415|3878|泵|pompă|pOmpă|s.f.: pompe|Engineering||
416|3879|阀门|supapă|supApă|s.f.: supape|Engineering||
417|3880|隧道|tunel|tunEl|s.n.: tuneluri|Engineering||
418|3881|钻孔|forare|forAre|s.f.: forări|Engineering||
419|3882|焊料|aliaj de lipit|aliAj de lipIt|s.n.: aliaje de lipit|Engineering||
420|3883|压缩机|compresor|compresOr|s.n.: compresoare|Engineering||
421|3884|轮作|rotație a culturilor|rotAție a cultUrilor|s.f.: rotații ale culturilor|Agriculture||
422|3885|有机农业|agricultură ecologică|agricultUră ecolOgică|s.f.: (fără plural)|Agriculture||
423|3886|除草剂|erbicid|erbicId|s.n.: erbicide|Agriculture||
424|3887|授粉|polenizare|polenizAre|s.f.: polenizări|Agriculture||
425|3888|育种|ameliorare|ameliorAre|s.f.: ameliorări|Agriculture||
426|3889|储存|depozitare|depozitAre|s.f.: depozitări|Agriculture||
427|3890|灌木篱|gard viu|gArd vIu|s.n.: garduri vii|Agriculture||
428|3892|修剪|tăiere|tăIere|s.f.: tăieri|Agriculture||
429|3893|病虫害|dăunători|dăunătOri|s.m.pl.: dăunători|Agriculture||
430|3894|奶牛|vacă de lapte|vAcă de lApte|s.f.: vaci de lapte|Agriculture||
431|3895|养蜂|apicultură|apiculTUră|s.f.: (fără plural)|Agriculture||
432|3896|养鱼|piscicultură|piscicultUră|s.f.: (fără plural)|Agriculture||
433|3897|渔业|pescuit|pescuIt|s.n.: (fără plural)|Agriculture||
434|3898|麻醉|anestezie|anestezIe|s.f.: anestezii|Medicine||
435|3899|放射治疗|radioterapie|radioterapIe|s.f.: radioterapii|Medicine||
436|3900|化疗|chimioterapie|chimioterapIe|s.f.: chimioterapii|Medicine||
437|3901|器官移植|transplant de organ|transplAnt de orgAn|s.n.: transplanturi de organe|Medicine||
438|3902|流行病学|epidemiologie|epidemiologIe|s.f.: (fără plural)|Medicine||
439|3903|神经外科|neurochirurgie|neurochirurgIe|s.f.: neurochirurgii|Medicine||
440|3904|精神病学|psihiatrie|psihiatrIe|s.f.: (fără plural)|Medicine||
441|3905|儿科|pediatrie|pediatrIe|s.f.: (fără plural)|Medicine||
442|3906|妇科|ginecologie|ginecologIe|s.f.: (fără plural)|Medicine||
443|3907|皮肤科|dermatologie|dermatologIe|s.f.: (fără plural)|Medicine||
444|3908|牙科|stomatologie|stomatologIe|s.f.: (fără plural)|Medicine||
445|3909|眼科|oftalmologie|oftalmologIe|s.f.: (fără plural)|Medicine||
446|3910|肿瘤学|oncologie|oncologIe|s.f.: (fără plural)|Medicine||
447|3911|临床试验|studiu clinic|stUdiu clInic|s.n.: studii clinice|Medicine||
448|3912|核武器|armă nucleară|Armă nucleAră|s.f.: arme nucleare|Military Science||
449|3913|无人机|dronă|drOnă|s.f.: drone|Military Science||
450|3914|导弹|rachetă|rachEtă|s.f.: rachete|Military Science||
451|3915|坦克|tanc|tAnc|s.n.: tancuri|Military Science||
452|3916|潜艇|submarin|submarIn|s.n.: submarine|Military Science||
453|3917|战斗机|avion de luptă|aviOn de lUptă|s.n.: avioane de luptă|Military Science||
454|3918|军衔|grad militar|grAd militAr|s.n.: grade militare|Military Science||
455|3919|后勤|logistică|logIstică|s.f.: logistici|Military Science||
456|3920|征兵|recrutare|recrutAre|s.f.: recrutări|Military Science||
457|3921|军事基地|bază militară|bAză militAră|s.f.: baze militare|Military Science||
458|3922|战壕|tranșee|tranșEe|s.f.pl.: tranșee|Military Science||
459|3925|军事法庭|tribunal militar|tribunAl militAr|s.n.: tribunale militare|Military Science||
460|3926|企业文化|cultură organizațională|cultUră organizaționAlă|s.f.: culturi organizaționale|Management||
461|3927|人力资源|resurse umane|resUrse umAne|s.f.pl.: resurse umane|Management||
462|3928|绩效考核|evaluare a performanței|evaluAre a performAnței|s.f.: evaluări ale performanței|Management||
463|3929|企业战略|strategie corporativă|strategIe corporatIvă|s.f.: strategii corporative|Management||
464|3930|成本控制|control al costurilor|contrOl al costUrilor|s.n.: controale ale costurilor|Management||
465|3931|商业计划|plan de afaceri|plAn de afAceri|s.n.: planuri de afaceri|Management||
466|3932|利益相关者|parte interesată|pArte interesAtă|s.f.: părți interesate|Management||
467|3933|组织结构|structură organizatorică|structUră organizatorică|s.f.: structuri organizatorice|Management||
468|3935|并购|fuziune și achiziție|fuziUne și achizIție|s.f.: fuziuni și achiziții|Management||
469|3936|谈判|negociere|negociEre|s.f.: negocieri|Management||
470|3937|审计|audit|AUdit|s.n.: audituri|Management||
471|3938|企业家|antreprenor|antreprenOr|s.m.: antreprenori|Management||
472|3939|公司治理|guvernanță corporativă|guvernAnță corporatIvă|s.f.: guvernanțe corporative|Management||
473|3940|印象主义|impresionism|impresionIsm|s.n.: (fără plural)|Art||
474|3941|立体主义|cubism|cubIsm|s.n.: (fără plural)|Art||
475|3942|超现实主义|suprarealism|suprarealIsm|s.n.: (fără plural)|Art||
476|3943|抽象艺术|artă abstractă|Artă abstraCtă|s.f.: arte abstracte|Art||
477|3944|表演艺术|arte spectacol|Arte spectacOl|s.f.pl.: arte spectacol|Art||
478|3945|摄影|fotografie|fotografIe|s.f.: fotografii|Art||
479|3946|装置艺术|artă instalație|Artă instalAție|s.f.: arte instalație|Art||
480|3947|书法|caligrafie|caligrafIe|s.f.: caligrafii|Art||
481|3948|版权保护|drepturi de autor|drEpturi de autOr|s.n.pl.: drepturi de autor|Art||
482|3949|音乐理论|teorie muzicală|teorIe muzicAlă|s.f.: teorii muzicale|Art||
483|3950|和声|armonie|armoniE|s.f.: armonii|Art||
484|3951|对位法|contrapunct|contrapUnct|s.n.: contrapuncte|Art||
485|3952|指挥家|dirijor|dirijOr|s.m.: dirijori|Art||
486|3953|作曲家|compozitor|compozitOr|s.m.: compozitori|Art||
487|3954|理发店|frizerie|frizerIe|s.f.: frizerii|Daily Life||
488|3956|冰箱|frigider|frigidEr|s.n.: frigidere|Daily Life||
489|3957|微波炉|cuptor cu microunde|cuptOr cu microUnde|s.n.: cuptoare cu microunde|Daily Life||
490|3958|暖气|calorifer|calorifEr|s.n.: calorifere|Daily Life||
491|3959|空调|aer condiționat|Aer condiționAt|s.n.: aparate de aer condiționat|Daily Life||
492|3960|垃圾桶|coș de gunoi|cOș de gunOi|s.n.: coșuri de gunoi|Daily Life||
493|3961|扫帚|mătură|mătUră|s.f.: mături|Daily Life||
494|3962|熨斗|fier de călcat|fiEr de călcAt|s.n.: fiare de călcat|Daily Life||
495|3963|保险柜|seif|sEif|s.n.: seifuri|Daily Life||
496|3964|门铃|sonerie|sonerIe|s.f.: sonerii|Daily Life||
497|3965|窗帘|perdea|perdEa|s.f.: perdele|Daily Life||
498|3966|地毯|covor|covOr|s.n.: covoare|Daily Life||
499|3967|书架|raft de cărți|rAft de cĂrți|s.n.: rafturi de cărți|Daily Life||
500|3969|实用主义|pragmatism|pragmatIsm|s.n.: (fără plural)|Philosophy||
