Words missing example sentence (example_ro is empty)
Batch: 2
Rows: 500
Format: row|id|zh|ro|ipa|hint|cat|example_ro|example_zh
825|4312|武装力量|forțe armate|fOrțe armAte|s.f.pl.: forțe armate|Military Science||
826|4313|军事预算|buget militar|bugEt militAr|s.n.: bugete militare|Military Science||
827|4314|战俘|prizonier de război|prizonIer de răzbOi|s.m.: prizonieri de război|Military Science||
828|4315|军事占领|ocupație militară|ocupAție militAră|s.f.: ocupații militare|Military Science||
829|4316|宣战|declarație de război|declarAție de răzbOi|s.f.: declarații de război|Military Science||
830|4317|停战协议|acord de încetare a focului|acOrd de încetAre a focUlui|s.n.: acorduri de încetare a focului|Military Science||
831|4318|军事历史|istorie militară|istOrie militAră|s.f.: istorii militare|Military Science||
832|4319|战略威慑|descurajare strategică|descurajAre stratEgică|s.f.: (fără plural)|Military Science||
833|4320|组织行为学|comportament organizațional|comportamEnt organizaționAl|s.n.: (fără plural)|Management||
834|4321|领导力|leadership|lEadershIp|s.n.: (fără plural)|Management||
835|4322|情商|inteligență emoțională|inteligEnță emoționAlă|s.f.: (fără plural)|Management||
836|4324|授权|delegare|delegAre|s.f.: delegări|Management||
837|4325|冲突管理|managementul conflictelor|managemEntul conflIctelor|s.n.: (fără plural)|Management||
838|4326|时间管理|managementul timpului|managemEntul tImpului|s.n.: (fără plural)|Management||
839|4327|沟通技巧|abilități de comunicare|abilitAți de comunicAre|s.f.pl.: abilități de comunicare|Management||
840|4328|团队建设|team building|tEam bUilding|s.n.: (fără plural)|Management||
841|4329|决策过程|proces decizional|procEs decizionAl|s.n.: procese decizionale|Management||
842|4330|创造力|creativitate|creativitAte|s.f.: (fără plural)|Management||
843|4331|问题解决|rezolvare de probleme|rezolvAre de problEme|s.f.: rezolvări de probleme|Management||
844|4332|战略思维|gândire strategică|gândIre stratEgică|s.f.: (fără plural)|Management||
845|4333|变革领导力|leadership transformațional|lEadershIp transformaționAl|s.n.: (fără plural)|Management||
846|4334|美术史|istoria artei|istorIa ArtEi|s.f.: (fără plural)|Art||
847|4335|艺术哲学|filozofia artei|filozofIa ArtEi|s.f.: (fără plural)|Art||
848|4336|艺术市场|piața de artă|pIața de Artă|s.f.: (fără plural)|Art||
849|4337|艺术批评|critică de artă|crItică de Artă|s.f.: critici de artă|Art||
850|4338|艺术收藏|colecție de artă|colEcție de Artă|s.f.: colecții de artă|Art||
851|4339|博物馆|muzeu|muzEu|s.n.: muzee|Art||
852|4340|文化遗产|patrimoniu cultural|patrimOniu culturAl|s.n.: patrimonii culturale|Art||
853|4341|非物质文化遗产|patrimoniu cultural imaterial|patrimOniu culturAl imateriall|s.n.: (fără plural)|Art||
854|4342|艺术赞助|mecenat|mecenAt|s.n.: mecenate|Art||
855|4343|艺术教育|educație artistică|educAție artistică|s.f.: educații artistice|Art||
856|4344|创意产业|industrii creative|indUstrii creatIve|s.f.pl.: industrii creative|Art||
857|4345|文化政策|politică culturală|polItică culturAlă|s.f.: politici culturale|Art||
858|4346|艺术节|festival de artă|festIvAl de Artă|s.n.: festivaluri de artă|Art||
859|4347|文化交流|schimb cultural|schImb culturAl|s.n.: schimburi culturale|Art||
860|4348|婚礼|nuntă|nUntă|s.f.: nunți|Daily Life||
861|4349|葬礼|înmormântare|înmormântAre|s.f.: înmormântări|Daily Life||
862|4350|生日|zi de naștere|zI de nAștere|s.f.: zile de naștere|Daily Life||
863|4351|节日|sărbătoare|sărbătOAre|s.f.: sărbători|Daily Life||
864|4352|礼物|cadou|cadOu|s.n.: cadouri|Daily Life||
865|4355|约会|întâlnire|întâlnIre|s.f.: întâlniri|Daily Life||
866|4356|结婚|căsătorie|căsătorIe|s.f.: căsătorii|Daily Life||
867|4357|离婚|divorț|divOrț|s.n.: divorțuri|Daily Life||
868|4359|搬家|mutare|mutAre|s.f.: mutări|Daily Life||
869|4360|宠物|animal de companie|animAl de companIe|s.n.: animale de companie|Daily Life||
870|4361|保姆|bonă|bOnă|s.f.: bone|Daily Life||
871|4363|无政府主义|anarhism|anarHIsm|s.n.: (fără plural)|Philosophy||
872|4364|共产主义|comunism|comunIsm|s.n.: (fără plural)|Philosophy||
873|4365|自由主义|liberalism|liberalIsm|s.n.: (fără plural)|Philosophy||
874|4366|保守主义|conservatorism|conservatorIsm|s.n.: (fără plural)|Philosophy||
875|4367|社会主义|socialism|socialIsm|s.n.: (fără plural)|Philosophy||
876|4368|民粹主义|populism|populIsm|s.n.: (fără plural)|Philosophy||
877|4369|法西斯主义|fascism|fascIsm|s.n.: (fără plural)|Philosophy||
878|4370|极权主义|totalitarism|totalitarIsm|s.n.: (fără plural)|Philosophy||
879|4371|多元主义|pluralism|pluralIsm|s.n.: (fără plural)|Philosophy||
880|4372|世界主义|cosmopolitism|cosmopolitIsm|s.n.: (fără plural)|Philosophy||
881|4373|相对主义|relativism|relativIsm|s.n.: (fără plural)|Philosophy||
882|4374|绝对主义|absolutism|absolutIsm|s.n.: (fără plural)|Philosophy||
883|4375|经验主义|empirism|empirIsm|s.n.: (fără plural)|Philosophy||
884|4376|理性主义|raționalism|raționalIsm|s.n.: (fără plural)|Philosophy||
885|4377|斯多葛主义|stoicism|stoicIsm|s.n.: (fără plural)|Philosophy||
886|4378|伊壁鸠鲁主义|epicureism|epicureIsm|s.n.: (fără plural)|Philosophy||
887|4379|柏拉图主义|platonism|platonIsm|s.n.: (fără plural)|Philosophy||
888|4380|亚里士多德主义|aristotelism|aristotelIsm|s.n.: (fără plural)|Philosophy||
889|4381|康德主义|kantianism|kantianIsm|s.n.: (fără plural)|Philosophy||
890|4382|黑格尔主义|hegelianism|hegelianIsm|s.n.: (fără plural)|Philosophy||
891|4383|马克思主义|marxism|marxIsm|s.n.: (fără plural)|Philosophy||
892|4384|尼采主义|nietzscheanism|nietzscheanIsm|s.n.: (fără plural)|Philosophy||
893|4385|海德格尔思想|gândire heideggeriană|gândIre heideggerIAnă|s.f.: gândiri heideggeriene|Philosophy||
894|4386|维特根斯坦哲学|filozofie wittgensteiniană|filozofIe wittgensteinIAnă|s.f.: (fără plural)|Philosophy||
895|4387|善|bine|bIne|s.n.: (fără plural)|Philosophy||
896|4388|恶|rău|rĂu|s.n.: (fără plural)|Philosophy||
897|4389|美|frumos|frumOs|s.n.: (fără plural)|Philosophy||
898|4390|丑|urât|urÂt|s.n.: (fără plural)|Philosophy||
899|4392|假|fals|fAls|s.n.: falsuri|Philosophy||
900|4393|无知|ignoranță|ignorAnță|s.f.: ignoranțe|Philosophy||
901|4394|智慧|înțelepciune|înțelEpciune|s.f.: (fără plural)|Philosophy||
902|4395|启蒙|iluminare|iluminAre|s.f.: iluminări|Philosophy||
903|4398|特许经营|franciză|francIză|s.f.: francize|Economics||
904|4399|风险资本|capital de risc|capitAl de rIsc|s.f.: capitaluri de risc|Economics||
905|4400|初创企业|startup|stArtup|s.n.: startupuri|Economics||
906|4401|独角兽企业|unicorn|unicOrn|s.n.: unicornuri|Economics||
907|4402|众筹|finanțare participativă|finanțAre participatIvă|s.f.: finanțări participative|Economics||
908|4403|小额信贷|microcredit|microcredIt|s.n.: microcredite|Economics||
909|4404|金融科技|fintech|fIntEch|s.n.: (fără plural)|Economics||
910|4405|加密货币|criptomonedă|criptomonEdă|s.f.: criptomonede|Economics||
911|4406|通证经济|tokenomics|tokEnomics|s.n.: (fără plural)|Economics||
912|4407|平台经济|economie de platformă|economIe de platfOrmă|s.f.: economii de platformă|Economics||
913|4408|共享经济|economie colaborativă|economIe colaboratIvă|s.f.: economii colaborative|Economics||
914|4409|循环经济|economie circulară|economIe circulAră|s.f.: economii circulare|Economics||
915|4410|绿色经济|economie verde|economIe vErde|s.f.: economii verzi|Economics||
916|4411|知识经济|economie a cunoașterii|economIe a cunoAșterii|s.f.: economii ale cunoașterii|Economics||
917|4412|数字经济|economie digitală|economIe digitAlă|s.f.: economii digitale|Economics||
918|4413|影子经济|economie subterană|economIe subterAnă|s.f.: economii subterane|Economics||
919|4414|经济特区|zonă economică specială|zOnă economică specIAlă|s.f.: zone economice speciale|Economics||
920|4415|自由贸易区|zonă de liber schimb|zOnă de lIber schImb|s.f.: zone de liber schimb|Economics||
921|4416|关税|taxă vamală|tAxă vamAlă|s.f.: taxe vamale|Economics||
922|4417|贸易壁垒|barieră comercială|bariEră comercIAlă|s.f.: bariere comerciale|Economics||
923|4418|经济制裁|sancțiune economică|sancțiUne economică|s.f.: sancțiuni economice|Economics||
924|4419|经济援助|ajutor economic|ajutOr economIc|s.n.: ajutoare economice|Economics||
925|4420|经济合作|cooperare economică|cooperAre economică|s.f.: cooperări economice|Economics||
926|4421|经济一体化|integrare economică|integrAre economică|s.f.: integrări economice|Economics||
927|4422|财政刺激|stimul fiscal|stImul fiscAl|s.n.: stimuli fiscali|Economics||
928|4423|量化宽松|relaxare cantitativă|relaxAre cantitativă|s.f.: relaxări cantitative|Economics||
929|4424|利差|diferențial de dobândă|diferențiAl de dobÂndă|s.n.: diferențiale de dobândă|Economics||
930|4425|资产负债表|bilanț contabil|biLAnț contAbil|s.n.: bilanțuri contabile|Economics||
931|4426|损益表|cont de profit și pierderi|cOnt de prOfit și piErderi|s.n.: conturi de profit și pierderi|Economics||
932|4427|现金流|flux de numerar|flUx de numerAr|s.n.: fluxuri de numerar|Economics||
933|4428|净资产|activ net|actIv nEt|s.n.: active nete|Economics||
934|4429|资产回报率|rentabilitate a activelor|rentabilitAte a actIvelor|s.f.: rentabilități ale activelor|Economics||
935|4430|股本回报率|rentabilitate a capitalului propriu|rentabilitAte a capitalUlui prOpriu|s.f.: (fără plural)|Economics||
936|4431|负债率|grad de îndatorare|grAd de îndatorAre|s.n.: grade de îndatorare|Economics||
937|4432|流动性|lichiditate|lichidItAte|s.f.: lichidități|Economics||
938|4433|环境法|drept al mediului|drEpt al mEdiului|s.n.: (fără plural)|Law||
939|4434|海洋法|drept maritim|drEpt maritIm|s.n.: (fără plural)|Law||
940|4435|航空法|drept aeronautic|drEpt aeronautIc|s.n.: (fără plural)|Law||
941|4436|太空法|drept spațial|drEpt spațiAl|s.n.: (fără plural)|Law||
942|4437|网络法|drept cibernetic|drEpt cibernEtic|s.n.: (fără plural)|Law||
943|4438|数据保护法|legislație privind protecția datelor|legislAție privInd protEcția dAtelor|s.f.: (fără plural)|Law||
944|4439|反垄断法|legislație antitrust|legislAție antItrUst|s.f.: (fără plural)|Law||
945|4440|消费者保护法|legislație privind protecția consumatorilor|legislAție privInd protEcția consumatOrilor|s.f.: (fără plural)|Law||
946|4441|劳动关系法|dreptul relațiilor de muncă|drEptul relațIilor de mUncă|s.n.: (fără plural)|Law||
947|4442|公司法|drept societar|drEpt societAr|s.n.: (fără plural)|Law||
948|4443|破产法|drept al insolvenței|drEpt al insolVEnței|s.n.: (fără plural)|Law||
949|4444|家庭法|dreptul familiei|drEptul famIliei|s.n.: (fără plural)|Law||
950|4445|移民法|drept al imigrației|drEpt al imigrAției|s.n.: (fără plural)|Law||
951|4446|难民法|drept al refugiaților|drEpt al refugiAților|s.n.: (fără plural)|Law||
952|4447|人道主义法|drept umanitar|drEpt umanitAr|s.n.: (fără plural)|Law||
953|4448|刑事诉讼法|drept procesual penal|drEpt procesUAl penAl|s.n.: (fără plural)|Law||
954|4449|民事诉讼法|drept procesual civil|drEpt procesUAl civIl|s.n.: (fără plural)|Law||
955|4450|行政诉讼|contencios administrativ|contencIos administratIv|s.n.: (fără plural)|Law||
956|4451|执法|aplicare a legii|aplicAre a lEgii|s.f.: aplicări ale legii|Law||
957|4452|刑事侦查|investigație penală|investigAție penAlă|s.f.: investigații penale|Law||
958|4453|起诉书|rechizitoriu|rechizitOrIu|s.n.: rechizitorii|Law||
959|4454|辩护词|pledoarie|pledoArIe|s.f.: pledoarii|Law||
960|4455|判决书|hotărâre judecătorească|hotărÂre judecătorEască|s.f.: hotărâri judecătorești|Law||
961|4456|上诉法院|curte de apel|cUrte de apEl|s.f.: curți de apel|Law||
962|4457|最高法院|curte supremă|cUrte suprEmă|s.f.: (fără plural)|Law||
963|4458|宪法法院|curte constituțională|cUrte constituționAlă|s.f.: (fără plural)|Law||
964|4459|国际法院|curte internațională|cUrte internaționAlă|s.f.: (fără plural)|Law||
965|4460|法律援助|asistență juridică|asistEnță juridică|s.f.: asistențe juridice|Law||
966|4461|法律顾问|consilier juridic|consilIer juridIc|s.m.: consilieri juridici|Law||
967|4462|公证人|notar|notAr|s.m.: notari|Law||
968|4463|法律体系|sistem juridic|sistEm juridIc|s.n.: sisteme juridice|Law||
969|4464|普通法|drept cutumiar|drEpt cutumiAr|s.n.: (fără plural)|Law||
970|4465|成文法|drept codificat|drEpt codificAt|s.n.: (fără plural)|Law||
971|4466|判例法|drept jurisprudențial|drEpt jurisprudențiAl|s.n.: (fără plural)|Law||
972|4467|法律推理|raționament juridic|rațIonamEnt juridIc|s.n.: raționamente juridice|Law||
973|4468|蒙台梭利教育|pedagogie Montessori|pedagogIe MontessOrI|s.f.: (fără plural)|Education||
974|4469|华德福教育|pedagogie Waldorf|pedagogIe WaldOrf|s.f.: (fără plural)|Education||
975|4470|翻转课堂|clasă inversată|clAsă inversAtă|s.f.: clase inversate|Education||
976|4471|混合学习|învățare mixtă|învățAre mIxtă|s.f.: (fără plural)|Education||
977|4472|游戏化学习|gamificare|gamificAre|s.f.: (fără plural)|Education||
978|4473|微学习|microînvățare|microînvățAre|s.f.: (fără plural)|Education||
979|4474|同伴学习|învățare între egali|învățAre Între egAli|s.f.: (fără plural)|Education||
980|4475|自主学习|învățare autonomă|învățAre autonomă|s.f.: (fără plural)|Education||
981|4476|探究式学习|învățare prin descoperire|învățAre prIn descoperIre|s.f.: (fără plural)|Education||
982|4477|体验式学习|învățare experiențială|învățAre experiențiAlă|s.f.: (fără plural)|Education||
983|4478|社会情感学习|învățare socio-emoțională|învățAre socio-emoționAlă|s.f.: (fără plural)|Education||
984|4479|认知发展|dezvoltare cognitivă|dezvoltAre cognItivă|s.f.: (fără plural)|Education||
985|4480|多元智能|inteligențe multiple|inteligEnțe mUltiple|s.f.pl.: inteligențe multiple|Education||
986|4481|学习风格|stil de învățare|stIl de învățAre|s.n.: stiluri de învățare|Education||
987|4482|教育公平|echitate educațională|echitAte educaționAlă|s.f.: (fără plural)|Education||
988|4483|学习动机|motivație de învățare|motivAție de învățAre|s.f.: motivații de învățare|Education||
989|4484|自我效能感|autoeficacitate|autoeficacitAte|s.f.: (fără plural)|Education||
990|4485|成长型思维|mentalitate de creștere|mentalitAte de crEștere|s.f.: mentalități de creștere|Education||
991|4486|固定型思维|mentalitate fixă|mentalitAte fIxă|s.f.: mentalități fixe|Education||
992|4487|学业成就|performanță academică|performAnță academică|s.f.: performanțe academice|Education||
993|4488|教育心理学家|psihopedagog|psihopedagOg|s.m.: psihopedagogi|Education||
994|4489|学习困难|dificultate de învățare|dificultAte de învățAre|s.f.: dificultăți de învățare|Education||
995|4490|阅读障碍|dislexie|dislexIe|s.f.: dislexii|Education||
996|4491|计算思维|gândire computațională|gândIre computaționAlă|s.f.: (fără plural)|Education||
997|4492|数字素养|alfabetizare digitală|alfabetizAre digitAlă|s.f.: (fără plural)|Education||
998|4493|媒体素养|alfabetizare media|alfabetizAre mEdia|s.f.: (fără plural)|Education||
999|4494|科学素养|alfabetizare științifică|alfabetizAre științifică|s.f.: (fără plural)|Education||
1000|4495|全球素养|competență globală|competEnță globAlă|s.f.: competențe globale|Education||
