Words missing example sentence (example_ro is empty)
Batch: 6
Rows: 369
Format: row|id|zh|ro|ipa|hint|cat|example_ro|example_zh
2781|6776|火腿|șuncă|șUncă|s.f.: șunci|Agriculture||
2782|6777|香肠|cârnați|cârnAți|s.m.pl.: cârnați|Agriculture||
2783|6778|培根|bacon|bAcon|s.n.: (fără plural)|Agriculture||
2784|6779|打疫苗|a face vaccin|a fAce vaccIn|verb: conj. III (fac/faci/face)|Medicine||
2785|6780|献血|a dona sânge|a donA sÂnge|verb: conj. I (donez/donezi/donează)|Medicine||
2786|6781|捐献器官|a dona organe|a donA orgAne|verb: conj. I (donez/donezi/donează)|Medicine||
2787|6782|做手术|a fi operat|a fI operAt|verb: conj. nreg. (sunt/ești/este operat)|Medicine||
2788|6783|住院治疗|a fi internat pentru tratament|a fI internAt pentru tratamEnt|verb: conj. nreg. (sunt/ești/este internat)|Medicine||
2789|6784|接受治疗|a urma un tratament|a urmA un tratamEnt|verb: conj. I (urmez/urmezi/urmează)|Medicine||
2790|6786|定期服药|a lua medicamente regulat|a luA medicamEnte regulAt|verb: conj. I (iau/iei/ia)|Medicine||
2791|6788|减少饮酒|a reduce consumul de alcool|a reducE consUmul de alcOol|verb: conj. III (reduc/reduci/reduce)|Medicine||
2792|6789|保持健康|a fi sănătos|a fI sănătOs|verb: conj. nreg. (sunt/ești/este sănătos)|Medicine||
2793|6790|多吃蔬菜|a mânca multe legume|a mâncA mUlte lEgume|verb: conj. I (mănânc/mănânci/mănâncă)|Medicine||
2794|6791|少吃糖|a mânca puțin zahăr|a mâncA puțIn zAhăr|verb: conj. I (mănânc/mănânci/mănâncă)|Medicine||
2795|6792|规律睡眠|a dormi regulat|a dormI regulAt|verb: conj. IV (dorm/dormi/doarme)|Medicine||
2796|6793|减轻压力|a reduce stresul|a reducE strEsul|verb: conj. III (reduc/reduci/reduce)|Medicine||
2797|6794|宪兵|jandarm|jandArm|s.m.: jandarmi|Military Science||
2798|6795|海关官员|ofițer vamal|ofițEr vamAl|s.m.: ofițeri vamali|Military Science||
2799|6796|边防警卫|grănicer|grănicEr|s.m.: grăniceri|Military Science||
2800|6797|飞行员|pilot|pilOt|s.m.: piloți|Military Science||
2801|6798|海军士兵|marinar|marinAr|s.m.: marinari|Military Science||
2802|6799|步兵|infanterist|infanterIst|s.m.: infanteriști|Military Science||
2803|6800|坦克兵|tancher|tAncher|s.m.: tancheri|Military Science||
2804|6801|伞兵|parașutist|parașutIst|s.m.: parașutiști|Military Science||
2805|6802|侦察兵|cercetaș|cercetAș|s.m.: cercetași|Military Science||
2806|6803|狙击手|lunetist|lunetIst|s.m.: lunetiști|Military Science||
2807|6804|卫生兵|sanitar|sanitAr|s.m.: sanitari|Military Science||
2808|6805|通讯兵|transmisionist|transmisionIst|s.m.: transmisioniști|Military Science||
2809|6806|工兵|genist|genIst|s.m.: geniști|Military Science||
2810|6807|炮兵|artilerist|artilerIst|s.m.: artileriști|Military Science||
2811|6808|后勤兵|logistician|logisticiAn|s.m.: logisticieni|Military Science||
2812|6809|电子邮件|email|emAil|s.n.: emailuri|Management||
2813|6810|会议室|sală de ședințe|sAlă de ședInțe|s.f.: săli de ședințe|Management||
2814|6811|投影仪|proiector|proiectOr|s.n.: proiectoare|Management||
2815|6812|白板|tablă albă|tAblă Albă|s.f.: table albe|Management||
2816|6813|文件夹|dosar|dosAr|s.n.: dosare|Management||
2817|6814|档案柜|dulap de arhivă|dulAp de ArhIvă|s.n.: dulapuri de arhivă|Management||
2818|6815|工作计划|plan de lucru|plAn de lUcru|s.n.: planuri de lucru|Management||
2819|6816|日程表|agendă|agEndă|s.f.: agende|Management||
2820|6817|待办事项|lista de sarcini|lIsta de sArcini|s.f.: liste de sarcini|Management||
2821|6818|工作流程|flux de lucru|flUx de lUcru|s.n.: fluxuri de lucru|Management||
2822|6820|里程碑|etapă cheie|etApă chEie|s.f.: etape cheie|Management||
2823|6821|项目计划|plan de proiect|plAn de proiEct|s.n.: planuri de proiect|Management||
2824|6822|进度跟踪|monitorizarea progresului|monitorizArea progrEsului|s.f.: (fără plural)|Management||
2825|6823|会议记录|procesul-verbal al ședinței|procEsul vErbal al ședInței (proces-verbal)|s.n.: procese-verbale ale ședinței|Management||
2826|6824|乐队|formație muzicală|formAție muzicAlă|s.f.: formații muzicale|Art||
2827|6825|独唱|solo vocal|sOlo vocAl|s.n.: solo-uri vocale|Art||
2828|6826|合唱|cor|cOr|s.n.: coruri|Art||
2829|6827|独奏|solo instrumental|sOlo instrumentAl|s.n.: solo-uri instrumentale|Art||
2830|6828|二重奏|duet|duEt|s.n.: duete|Art||
2831|6829|三重奏|trio|trIo|s.n.: triouri|Art||
2832|6830|四重奏|cvartet|cvartEt|s.n.: cvartete|Art||
2833|6831|交响乐团|orchestră simfonică|orchEStră simfOnică|s.f.: orchestre simfonice|Art||
2834|6832|指挥棒|baghetă|baghetă|s.f.: baghete|Art||
2835|6833|乐谱架|pupitru|pupItru|s.n.: pupitre|Art||
2836|6834|音乐厅|sală de concerte|sAlă de concErte|s.f.: săli de concerte|Art||
2837|6835|后台|culise|culIse|s.f.pl.: culise|Art||
2838|6836|化妆间|cabină de machiaj|cabInă de machiAj|s.f.: cabine de machiaj|Art||
2839|6837|服装设计师|creator de costume|creatOr de costUme|s.m.: creatori de costume|Art||
2840|6838|舞台灯光|lumini de scenă|lumIni de scEnă|s.f.pl.: lumini de scenă|Art||
2841|6840|房东|proprietar|proprietAr|s.m.: proprietari|Daily Life||
2842|6841|房客|chiriaș|chiriAș|s.m.: chiriași|Daily Life||
2843|6842|物业管理员|administrator de bloc|administratOr de blOc|s.m.: administratori de bloc|Daily Life||
2844|6843|公寓|apartament|apartamEnt|s.n.: apartamente|Daily Life||
2845|6844|单间公寓|garsonieră|garsonIEră|s.f.: garsoniere|Daily Life||
2846|6845|室友|coleg de cameră|colEg de cAmeră|s.m.: colegi de cameră|Daily Life||
2847|6846|合租|a împărți chiria|a împărțI chIria|verb: conj. IV (împart/împarți/împarte)|Daily Life||
2848|6847|交房租|a plăti chiria|a plătI chIria|verb: conj. IV (plătesc/plătești/plătește)|Daily Life||
2849|6848|签租房合同|a semna contractul de închiriere|a semnA contrActul de închiriEre|verb: conj. I (semnez/semnezi/semnează)|Daily Life||
2850|6849|搬进去|a se muta înăuntru|a se mutA înăUntru|verb: conj. I (mă mut/te muți/se mută)|Daily Life||
2851|6850|搬出去|a se muta afară|a se mutA afAră|verb: conj. I (mă mut/te muți/se mută)|Daily Life||
2852|6851|整理房间|a face ordine în cameră|a fAce Ordine în cAmeră|verb: conj. III (fac/faci/face)|Daily Life||
2853|6852|打扫房间|a face curățenie în cameră|a fAce curățenIe în cAmeră|verb: conj. III (fac/faci/face)|Daily Life||
2854|6853|修漏水管|a repara o țeavă spartă|a reparA o țEavă spArtă|verb: conj. I (repar/repari/repară)|Daily Life||
2855|6854|换灯泡|a schimba un bec|a schimbA un bEc|verb: conj. I (schimb/schimbi/schimbă)|Daily Life||
2856|6855|挂窗帘|a pune perdele|a pUne perdEle|verb: conj. III (pun/pui/pune)|Daily Life||
2857|6856|铺地毯|a pune covor|a pUne covOr|verb: conj. III (pun/pui/pune)|Daily Life||
2858|6857|组装家具|a asambla mobilă|a asamblA mObilă|verb: conj. I (asambleze/asamblezi/asamblează)|Daily Life||
2859|6858|安装书架|a monta un raft|a montA un rAft|verb: conj. I (montez/montezi/montează)|Daily Life||
2860|6859|刷墙|a vopsi pereții|a vopsI perEții|verb: conj. IV (vopsesc/vopsești/vopsește)|Daily Life||
2861|6860|铺地板|a pune parchet|a pUne parchEt|verb: conj. III (pun/pui/pune)|Daily Life||
2862|6861|安装空调|a instala aerul condiționat|a instalA Aerul condiționAt|verb: conj. I (instalez/instalezi/instalează)|Daily Life||
2863|6862|通下水道|a desfunda chiuveta|a desfundA chiuvEta|verb: conj. I (desfund/desfunzi/desfundă)|Daily Life||
2864|6863|检查电路|a verifica instalația electrică|a verificA instalAția elEctrică|verb: conj. I (verific/verifici/verifică)|Daily Life||
2865|6864|修门锁|a repara încuietoarea|a reparA încuietOarea|verb: conj. I (repar/repari/repară)|Daily Life||
2866|6865|换窗户|a schimba ferestrele|a schimbA ferEstrele|verb: conj. I (schimb/schimbi/schimbă)|Daily Life||
2867|6866|隔音|a izola fonic|a izolA fOnic|verb: conj. I (izolez/izolezi/izolează)|Daily Life||
2868|6867|隔热|a izola termic|a izolA tErmic|verb: conj. I (izolez/izolezi/izolează)|Daily Life||
2869|6868|清理阳台|a curăța balconul|a curățA balcOnul|verb: conj. I (curăț/curăți/curăță)|Daily Life||
